index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
229,Equity Data Insights Analyst - Quantitative Analyst,$71K-$123K (Glassdoor est.),3.6,"T. Rowe Price
3.6","Baltimore, MD","Baltimore, MD",5001 to 10000 employees,1937,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),-1
230,Data Scientist,$71K-$123K (Glassdoor est.),-1.0,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
231,Research Scientist - Patient-Centered Research (Remote),$71K-$123K (Glassdoor est.),3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD",501 to 1000 employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON"
232,Data Scientist,$71K-$123K (Glassdoor est.),3.3,"BWX Technologies
3.3","Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1
233,Operations Data Analyst,$71K-$123K (Glassdoor est.),3.8,"Brighthouse Financial
3.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
234,Sr. Data Scientist II,$71K-$123K (Glassdoor est.),3.5,"Argo Group US
3.5","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
235,Data Scientist,$71K-$123K (Glassdoor est.),3.3,"II-VI Incorporated
3.3","Champaign, IL","Saxonburg, PA",10000+ employees,1971,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),"Lumentum Operations, Keysight Technologies, O-Net Technologies"
236,Data Scientist,$71K-$123K (Glassdoor est.),4.6,"Surya Systems
4.6","San Francisco, CA","Bristol, PA",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1
237,Data Scientist,$71K-$123K (Glassdoor est.),3.8,"PayPal
3.8",Texas,"San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple"
238,Senior Data Analyst,$71K-$123K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
239,Data Scientist,$71K-$123K (Glassdoor est.),3.9,"Predictive Research Inc
3.9","Plano, TX","Bangalore, India",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
240,Data Scientist,$90K-$124K (Glassdoor est.),4.7,"Oversight Systems
4.7","Atlanta, GA","Atlanta, GA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
241,Senior Research Statistician- Data Scientist,$90K-$124K (Glassdoor est.),4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
242,Software Data Engineer,$90K-$124K (Glassdoor est.),3.1,"1010data
3.1","New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
243,Data Scientist,$90K-$124K (Glassdoor est.),3.6,"Gigya
3.6","Palo Alto, CA","Mountain View, CA",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
244,Real World Evidence (RWE) Scientist,$90K-$124K (Glassdoor est.),5.0,"Genesis Research
5.0","Hoboken, NJ","Hoboken, NJ",1 to 50 employees,2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
245,Data Scientist,$90K-$124K (Glassdoor est.),3.7,"Sanofi
3.7","Cambridge, MA","Paris, France",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, GlaxoSmithKline"
246,Data Scientist,$90K-$124K (Glassdoor est.),3.7,"XPO Logistics
3.7","Lebanon, IN","Greenwich, CT",10000+ employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),"DHL Supply Chain, UPS, FedEx"
247,Data Scientist,$90K-$124K (Glassdoor est.),3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1
248,Data Scientist,$90K-$124K (Glassdoor est.),4.3,"Descript
4.3","San Francisco, CA","Houston, TX",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
249,Computer Scientist 1,$90K-$124K (Glassdoor est.),4.2,"Rincon Research Corporation
4.2","Melbourne, FL","Tucson, AZ",201 to 500 employees,1983,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"Raytheon Technologies, General Dynamics, MIT Lincoln Laboratory"
250,Lead Data Scientist,$90K-$124K (Glassdoor est.),3.7,"MassMutual
3.7","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
251,Data Scientist,$90K-$124K (Glassdoor est.),4.0,"Better Hire
4.0","Birmingham, AL","Birmingham, AL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
252,Data Scientist,$90K-$124K (Glassdoor est.),3.3,"Parker Hannifin
3.3","Cleveland, OH","Cleveland, OH",10000+ employees,1917,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"Eaton, SMC Corporation, Bosch Rexroth"
253,Data Scientist,$90K-$124K (Glassdoor est.),4.1,"Gallup
4.1","New York, NY","Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company"
254,Data Scientist,$90K-$124K (Glassdoor est.),3.3,"Insider Inc
3.3","New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,News Outlet,Media,$50 to $100 million (USD),-1
255,Data Scientist,$90K-$124K (Glassdoor est.),3.9,"Rapid Value Solutions
3.9","San Francisco, CA","Pleasanton, CA",201 to 500 employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
256,Environmental Data Science,$90K-$124K (Glassdoor est.),3.1,"Battelle
3.1","Norwell, MA","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),-1
257,Computational Behavioral Scientist,$90K-$124K (Glassdoor est.),4.2,"Ntrepid
4.2","Herndon, VA","Herndon, VA",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Bromium, FireEye, Authentic8"
258,Data Scientist,$90K-$124K (Glassdoor est.),5.0,"The Drive Media, Inc.
5.0","New York, NY",-1,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
259,Staff BI and Data Engineer,$90K-$124K (Glassdoor est.),2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
260,Principal Machine Learning Scientist,$90K-$124K (Glassdoor est.),4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
261,Principal Data Scientist - Machine Learning,$90K-$124K (Glassdoor est.),3.6,"Constant Contact
3.6","Waltham, MA","Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Drip, iContact, Mailchimp"
262,Data Scientist-Human Resources,$91K-$150K (Glassdoor est.),3.8,"MIT Lincoln Laboratory
3.8","Lexington, MA","Lexington, MA",1001 to 5000 employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
263,Associate Data Scientist,$91K-$150K (Glassdoor est.),3.3,"Puget Sound Energy
3.3","Bothell, WA","Bellevue, WA",1001 to 5000 employees,1999,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),-1
264,"Data Scientist - Statistics, Mid-Career",$91K-$150K (Glassdoor est.),3.7,"Pacific Northwest National Laboratory
3.7","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
265,Director of Data Science,$91K-$150K (Glassdoor est.),3.8,"Analysis Group
3.8","Boston, MA","Boston, MA",1001 to 5000 employees,1981,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),-1
266,Data Scientist,$91K-$150K (Glassdoor est.),3.2,"US Pharmacopeia
3.2","Rockville, MD","Rockville, MD",1001 to 5000 employees,1820,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
267,Data Scientist,$91K-$150K (Glassdoor est.),4.6,"Itlize Global
4.6","Piscataway, NJ","Piscataway, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
268,Data Scientist,$91K-$150K (Glassdoor est.),3.5,"eBay
3.5","San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple"
269,"Data Engineer, Digital & Comp Pathology",$91K-$150K (Glassdoor est.),5.0,"Paige
5.0","New York, NY","New York, NY",1 to 50 employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
270,Data Engineer,$91K-$150K (Glassdoor est.),4.1,"Shape Security
4.1","Santa Clara, CA","Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
271,"Manager / Lead, Data Science & Analytics",$91K-$150K (Glassdoor est.),4.1,"ABIOMED
4.1","Danvers, MA","Danvers, MA",1001 to 5000 employees,1981,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covidien, Boston Scientific"
272,Data Scientist,$91K-$150K (Glassdoor est.),3.5,"Comcast
3.5","New York, NY","Philadelphia, PA",10000+ employees,1963,Company - Public,-1,-1,$10+ billion (USD),"AT&T, Verizon"
273,Data Scientist,$91K-$150K (Glassdoor est.),3.2,"Metronome, LLC
3.2","Vienna, VA","Fairfax, VA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
274,Data Scientist,$91K-$150K (Glassdoor est.),5.0,"SkillSoniq
5.0","San Francisco, CA","Jersey City, NJ",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
275,Data Scientist,$91K-$150K (Glassdoor est.),4.7,"Lawrence Livermore National Lab
4.7","Livermore, CA","Livermore, CA",1001 to 5000 employees,1952,Government,Federal Agencies,Government,$1 to $2 billion (USD),"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories"
276,Diversity and Inclusion Data Analyst,$91K-$150K (Glassdoor est.),3.8,"FHLBank Pittsburgh
3.8","Pittsburgh, PA","Pittsburgh, PA",201 to 500 employees,1932,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),-1
277,Data Scientist,$91K-$150K (Glassdoor est.),3.6,"Jacobs
3.6","Herndon, VA","Dallas, TX",10000+ employees,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),"Fluor, Bechtel, AECOM"
278,Data Scientist,$91K-$150K (Glassdoor est.),4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
279,Data Scientist,$91K-$150K (Glassdoor est.),3.3,"Underwriters Laboratories
3.3","Northbrook, IL","Northbrook, IL",10000+ employees,1894,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),"Intertek, SGS, Bureau Veritas"
280,Data Scientist,$91K-$150K (Glassdoor est.),3.7,"Altus Group
3.7","Irvine, CA","Toronto, Canada",1001 to 5000 employees,2005,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),-1
281,Data Scientist,$91K-$150K (Glassdoor est.),5.0,"Jobot
5.0","Irvine, CA","Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
282,Data Scientist,$91K-$150K (Glassdoor est.),-1.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
283,Senior Analyst/Data Scientist,$141K-$225K (Glassdoor est.),3.4,"Edmunds.com
3.4","Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,1966,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"TrueCar, Cars.com, Kelley Blue Book"
284,Data Scientist,$141K-$225K (Glassdoor est.),5.0,"Cohere Health
5.0","Boston, MA","Boston, MA",1 to 50 employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
285,Data Scientist,$141K-$225K (Glassdoor est.),-1.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
286,Senior Data Scientist - R&D Oncology,$141K-$225K (Glassdoor est.),4.0,"AstraZeneca
4.0","New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
287,Data Scientist,$141K-$225K (Glassdoor est.),4.2,"Oshkosh Corporation
4.2","Oshkosh, WI","Oshkosh, WI",10000+ employees,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"Lockheed Martin, Caterpillar, John Deere"
288,Data Scientist,$141K-$225K (Glassdoor est.),4.3,"Joby Aviation
4.3","San Carlos, CA","Santa Cruz, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
289,Data Scientist,$141K-$225K (Glassdoor est.),3.4,"Mackin
3.4","Menlo Park, CA","Pittsburgh, PA",51 to 200 employees,1960,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1
290,Data Scientist,$141K-$225K (Glassdoor est.),-1.0,PETADATA,"San Francisco, CA","Fremont, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
291,Data Scientist,$141K-$225K (Glassdoor est.),4.4,"VBeyond Corporation
4.4","Dallas, TX","Hillsborough, NJ",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
292,Data Scientist Machine Learning,$141K-$225K (Glassdoor est.),3.5,"Leidos
3.5","Arlington, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
293,Data Scientist,$141K-$225K (Glassdoor est.),3.7,"Take-Two
3.7","San Francisco, CA","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts"
294,Data Scientist,$141K-$225K (Glassdoor est.),3.7,"Colony Brands
3.7","Monroe, WI","Monroe, WI",501 to 1000 employees,-1,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),-1
295,Data Scientist,$141K-$225K (Glassdoor est.),4.1,"Capio Group
4.1","Sacramento, CA","Goteborg, Sweden",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
296,Data Scientist,$141K-$225K (Glassdoor est.),3.4,"SleePare
3.4","New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1
297,Data Analyst,$141K-$225K (Glassdoor est.),4.5,"ShorePoint
4.5","Reston, VA","Washington, DC",1 to 50 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
298,Data Scientist,$141K-$225K (Glassdoor est.),3.5,"Dolphin
3.5","New York, NY","Lake Buena Vista, FL",1001 to 5000 employees,1990,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,-1
299,Data Scientist,$141K-$225K (Glassdoor est.),3.6,"TE Connectivity
3.6","Hampton, VA","Schaffhausen, Switzerland",10000+ employees,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
300,Data Scientist,$141K-$225K (Glassdoor est.),3.2,"State of Virginia
3.2","Richmond, VA","Richmond, VA",10000+ employees,1788,Government,State & Regional Agencies,Government,$10+ billion (USD),-1
301,Data Scientist,$141K-$225K (Glassdoor est.),3.7,"TA Digital
3.7","New York, NY","Newark, CA",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
302,Data Scientist,$141K-$225K (Glassdoor est.),4.0,"Market America Inc
4.0","Monterey, CA","Greensboro, NC",501 to 1000 employees,1992,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),-1
303,Data Scientist,$145K-$225K(Employer est.),3.2,"Triplebyte
3.2","Chicago, IL","San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
304,Data Scientist,$145K-$225K(Employer est.),4.5,"Kingfisher Systems
4.5","McLean, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),-1
305,Chief Scientist,$145K-$225K(Employer est.),3.4,"TrueAccord
3.4",Remote,"San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
306,Data Scientist,$145K-$225K(Employer est.),3.9,"ALTA IT Services
3.9","Woodlawn, MD","Rockville, MD",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
307,Data Scientist,$145K-$225K(Employer est.),3.2,"Kollasoft Inc.
3.2",United States,"Scottsdale, AZ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
308,Data Scientist,$145K-$225K(Employer est.),5.0,"Kollasoft Inc.
3.2","New York, NY","Irving, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
309,Data Scientist,$145K-$225K(Employer est.),3.4,"ASRC Federal Holding Company
3.4","Reston, VA","Beltsville, MD",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1
310,Data Scientist,$145K-$225K(Employer est.),4.4,"Adwait Algorithm
4.4","New York, NY","Houston, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
311,"Health Plan Data Analyst, Sr",$145K-$225K(Employer est.),3.8,"Cook Children's Health Care System
3.8","Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1918,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health"
312,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",$145K-$225K(Employer est.),3.8,"Rubius Therapeutics
3.8","Smithfield, RI","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
313,Data Scientist,$145K-$225K(Employer est.),3.5,"Cambridge FX
3.5","Atlanta, GA","Toronto, Canada",201 to 500 employees,1992,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),-1
314,Senior Data Scientist,$145K-$225K(Employer est.),3.8,"Metromile
3.8","San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
315,Data Scientist,$145K-$225K(Employer est.),3.9,"Criteo
3.9","Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus"
316,Data Scientist,$145K-$225K(Employer est.),3.4,"Advance Sourcing Concepts
3.4","Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1
317,Data Scientist,$145K-$225K(Employer est.),3.8,"Enterprise Solutions Inc
3.8","New York, NY","Naperville, IL",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
318,Analytics - Business Assurance Data Analyst,$145K-$225K(Employer est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1
319,Data Scientist,$145K-$225K(Employer est.),-1.0,Microagility,"New York, NY","Princeton, NJ",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
320,Data Scientist,$145K-$225K(Employer est.),4.6,"Conch Technologies, Inc
4.6","Concord, CA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
321,"Development Scientist, Voltaren",$145K-$225K(Employer est.),3.9,"GSK
3.9","Richmond, VA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck"
322,Data Scientist,$145K-$225K(Employer est.),-1.0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
323,Data Scientist,$79K-$147K (Glassdoor est.),3.7,"GovTech
3.7","San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,2016,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
324,Data Scientist,$79K-$147K (Glassdoor est.),3.3,"Intellectual Ventures
3.3","Bellevue, WA","Bellevue, WA",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
325,Data Engineer,$79K-$147K (Glassdoor est.),4.4,"Rocket Lawyer
4.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
326,Data Scientist,$79K-$147K (Glassdoor est.),3.7,"22nd Century Technologies
3.7","Oakland, CA","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
327,Data Scientist,$79K-$147K (Glassdoor est.),3.3,"Huxley
3.3","San Francisco, CA","London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
328,Data Scientist,$79K-$147K (Glassdoor est.),3.4,"FM Systems
3.4","Boston, MA","Raleigh, NC",51 to 200 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Archibus, iOffice, Planon"
329,Data Scientist,$79K-$147K (Glassdoor est.),-1.0,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
330,Machine Learning Engineer,$79K-$147K (Glassdoor est.),3.7,"Mteq
3.7","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek"
331,Principal Data & Analytics Platform Engineer,$79K-$147K (Glassdoor est.),3.7,"Blue Cross and Blue Shield of North Carolina
3.7","Durham, NC","Durham, NC",1001 to 5000 employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
332,Machine Learning Engineer/Scientist,$79K-$147K (Glassdoor est.),4.8,"Jane Street
4.8","New York, NY","New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
333,Data Scientist,$79K-$147K (Glassdoor est.),5.0,"SSATI
5.0","McLean, VA","Annapolis Junction, MD",1 to 50 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
334,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79K-$147K (Glassdoor est.),3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
335,Data Scientist,$79K-$147K (Glassdoor est.),3.4,"Solving IT International Inc
3.4","Chicago, IL","Chicago, IL",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
336,Data Scientist,$79K-$147K (Glassdoor est.),3.3,"The Davey Tree Expert Company
3.3","Kent, OH","Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts"
337,Data Scientist,$79K-$147K (Glassdoor est.),4.6,"Centauri
4.6","Reston, VA","Chantilly, VA",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton"
338,Data Scientist,$79K-$147K (Glassdoor est.),-1.0,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
339,Machine Learning Engineer,$79K-$147K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
340,Data Analyst - Unilever Prestige,$79K-$147K (Glassdoor est.),3.8,"Dermalogica
3.8","Carson, CA","Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's"
341,Data Scientist,$79K-$147K (Glassdoor est.),4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
342,"VP, Data Science",$79K-$147K (Glassdoor est.),3.9,"7Park Data
3.9","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
343,Data Scientist,$122K-$146K (Glassdoor est.),4.0,"Netskope
4.0","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock"
344,Data Scientist,$122K-$146K (Glassdoor est.),4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
345,Senior Business Intelligence Analyst,$122K-$146K (Glassdoor est.),3.7,"Protolabs
3.7","Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),-1
346,Data Scientist,$122K-$146K (Glassdoor est.),3.0,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1
347,Data Engineer - Kafka,$122K-$146K (Glassdoor est.),3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba"
348,Data Scientist,$122K-$146K (Glassdoor est.),2.9,"Shimento, Inc.
2.9","Santa Clara, CA","Benicia, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1
